text	frequency	labels
Janoschies	1	['Rufname']
Janoschka	228	['Rufname']
Janosek	4	['Rufname']
Janosik	9	['Rufname']
Janoska	17	['Rufname']
Janosz	16	['Rufname']
Janoszek	7	['Rufname']
Janoszka	14	['Rufname']
Janota	68	['Rufname']
Janotta	376	['Rufname']
Janouch	24	['Rufname']
Janous	7	['Rufname']
Janousch	65	['Rufname']
Janouscheck	3	['Rufname']
Janouschek	71	['Rufname']
Janousek	44	['Rufname']
Janouskova	1	['Rufname']
Janovich	8	['Rufname']
Janovics	8	['Rufname']
Janovits	1	['Rufname']
Janovitsch	2	['Rufname']
Janovski	17	['Herkunft', 'Rufname']
Janovsky	121	['Herkunft', 'Rufname']
Janovszki	4	['Herkunft', 'Rufname']
Janowicz	62	['Rufname']
Janowitsch	5	['Rufname']
Janowitz	247	['Rufname']
Janowska	3	['Herkunft', 'Rufname']
Janowski	606	['Herkunft', 'Rufname']
Janowsky	121	['Herkunft', 'Rufname']
Jans	717	['Rufname', 'Herkunft', 'Wohnstätte']
Jansch	128	['Rufname']
Janschel	10	['Rufname']
Janschke	14	['Rufname']
Jansen	15307	['Rufname', 'Wohnstätte']
Jansens	10	['Rufname']
Janshen	125	['Rufname']
Jansmüller	5	['Beruf']
Jansohn	154	['Rufname']
Janson	1168	['Rufname']
Jansonius	1	['Rufname']
Jansons	20	['Rufname']
Janss	7	['Rufname']
Janssen	8961	['Rufname']
Janssens	85	['Rufname']
Jansson	77	['Rufname']
Jantgen	1	['Rufname']
Jantsch	233	['Rufname']
Jantscha	7	['Rufname']
Jantschak	12	['Rufname']
Jantschar	6	['Rufname', 'Beruf']
Jantschek	70	['Rufname']
Jantschik	93	['Rufname']
Jantschke	86	['Rufname']
Jantz	433	['Rufname']
Jantzen	791	['Rufname']
Jantzik	14	['Rufname']
Jantzon	33	['Rufname']
Jantzsch	2	['Rufname']
Jantzschke	1	['Rufname']
Janusaitis	1	['Rufname']
Januschas	1	['Rufname']
Januscheidt	1	['Rufname']
Januscheit	3	['Rufname']
Januszis	1	['Rufname']
Janz	2383	['Rufname']
Janza	21	['Rufname']
Janzen	3488	['Rufname']
Janzick	4	['Rufname']
Janzon	129	['Rufname']
Janß	42	['Rufname']
Janßen	6766	['Rufname']
Janßens	14	['Rufname']
Janßon	5	['Rufname']
Jarabek	16	['Übername', 'Beruf']
Jardin	66	['Wohnstätte']
Jarolim	39	['Rufname']
Jarolimeck	4	['Rufname']
Jarolimek	14	['Rufname']
Jarolin	19	['Rufname']
Jaroljmek	2	['Rufname']
Jaros	148	['Rufname', 'Übername']
Jarosch	983	['Rufname', 'Übername']
Jaroschek	59	['Rufname', 'Übername']
Jaroschewitz	8	['Rufname']
Jarosiewicz	15	['Rufname']
Jaross	15	['Rufname', 'Übername']
Jarosz	117	['Rufname', 'Übername']
Jaroszek	16	['Rufname', 'Übername']
Jaroszewicz	16	['Rufname']
Jaroß	18	['Rufname', 'Übername']
Jarschambek	5	['Übername', 'Beruf', 'Wohnstätte']
Jarsumbeck	5	['Übername', 'Beruf', 'Wohnstätte']
Jarszombek	3	['Übername', 'Beruf', 'Wohnstätte']
Jaruschewitz	8	['Rufname']
Jaruschowitz	25	['Rufname']
Jaruszowic	4	['Rufname']
Jaruszowiec	3	['Rufname']
Jarzab	26	['Wohnstätte']
Jarzabek	37	['Übername', 'Beruf', 'Wohnstätte']
Jarzambek	10	['Übername', 'Beruf', 'Wohnstätte']
Jarzembeck	3	['Übername', 'Beruf', 'Wohnstätte']
Jarzembek	2	['Übername', 'Beruf', 'Wohnstätte']
Jarzombeck	18	['Übername', 'Beruf', 'Wohnstätte']
Jarzombek	212	['Übername', 'Beruf', 'Wohnstätte']
Jarzombke	8	['Übername', 'Beruf', 'Wohnstätte']
Jarzumbek	8	['Übername', 'Beruf', 'Wohnstätte']
Jas	23	['Rufname']
Jasaitis	4	['Rufname']
Jasansky	2	['Herkunft']
Jasas	3	['Rufname']
Jasbers	1	['Rufname', 'Übername']
Jasch	192	['Rufname']
Jascheck	8	['Rufname']
Jaschensky	4	['Herkunft']
Jaschinski	701	['Herkunft']
Jaschinsky	26	['Herkunft']
Jasek	18	['Rufname']
Jasenski	4	['Herkunft']
Jasensky	3	['Herkunft']
Jasiek	36	['Rufname']
Jasienski	7	['Herkunft']
Jasinska	8	['Herkunft']
Jasinski	377	['Herkunft']
Jasinsky	11	['Herkunft']
Jaslau	7	['Rufname']
Jasmund	85	['Herkunft']
Jaspaert	1	['Rufname']
Jaspar	1	['Rufname', 'Übername']
Jasper	1300	['Rufname', 'Übername']
Jaspermöller	4	['Beruf']
Jaspers	606	['Rufname', 'Übername']
Jaspersen	46	['Rufname']
Jaspert	207	['Rufname', 'Übername']
Jassat	7	['Rufname']
Jastczemski	2	['Herkunft']
Jastrebski	3	['Herkunft']
Jastrembski	9	['Herkunft']
Jastremski	46	['Herkunft']
Jastremsky	1	['Herkunft']
Jastrimski	2	['Herkunft']
Jastrzebska	6	['Herkunft']
Jastrzebski	60	['Herkunft']
Jastrzembski	59	['Herkunft']
Jastrzembskis	3	['Herkunft']
Jastrzembsky	1	['Herkunft']
Jastrzemski	27	['Herkunft']
Jastrzemsky	1	['Herkunft']
Jastrzimski	2	['Herkunft']
Jastschemski	2	['Herkunft']
Jastzembski	3	['Herkunft']
Jaszek	2	['Rufname']
Jaszinski	14	['Herkunft']
Jaszinsky	4	['Herkunft']
Jatzeck	9	['Rufname']
Jatzek	128	['Rufname']
Jatzlau	44	['Rufname']
Jatzlauck	1	['Rufname']
Jatzlaugk	2	['Rufname']
Jatzlauk	22	['Rufname']
Jatzwauck	8	['Rufname']
Jatzwauk	39	['Rufname']
Jauch	1215	['Wohnstätte', 'Rufname', 'Herkunft', 'Übername']
Jaus	107	['Rufname']
Jauss	126	['Rufname']
Jaust	22	['Rufname']
Jauster	20	['Rufname']
Jauß	251	['Rufname', 'Übername']
Javorski	5	['Herkunft']
Javorsky	13	['Herkunft']
Jaworska	22	['Herkunft']
Jaworski	658	['Herkunft', 'Wohnstätte']
Jaworsky	31	['Herkunft', 'Wohnstätte']
Jazek	8	['Rufname']
Jazinski	3	['Herkunft']
Jean	29	['Rufname']
Jeblonski	12	['Herkunft']
Jeblonsky	1	['Herkunft']
Jebram	86	['Rufname']
Jebramcik	8	['Rufname']
Jebramczik	1	['Rufname']
Jebrameck	6	['Rufname']
Jebramek	27	['Rufname']
Jebramzik	19	['Rufname']
Jebramzyk	1	['Rufname']
Jech	66	['Rufname', 'Herkunft']
Jecha	6	['Rufname']
Jeckel	416	['Rufname']
Jeckl	13	['Rufname']
Jeckle	75	['Rufname']
Jecklin	2	['Rufname']
Jedam	8	['Rufname']
Jedamczik	29	['Rufname']
Jedamczyk	28	['Rufname']
Jedamowski	3	['Herkunft']
Jedamske	1	['Herkunft', 'Rufname']
Jedamski	239	['Herkunft', 'Rufname']
Jedamsky	8	['Herkunft', 'Rufname']
Jedamus	28	['Rufname']
Jedamzick	17	['Rufname']
Jedamzik	254	['Rufname']
Jedamzyk	7	['Rufname']
Jeddeloh	61	['Herkunft']
Jedlicka	102	['Wohnstätte', 'Übername', 'Herkunft']
Jedlicki	4	['Wohnstätte', 'Übername', 'Herkunft']
Jedlicska	4	['Wohnstätte', 'Übername']
Jedliczka	10	['Wohnstätte', 'Übername']
Jedlitschka	148	['Wohnstätte', 'Übername']
Jedlitschky	9	['Wohnstätte', 'Übername']
Jedlitzka	2	['Wohnstätte', 'Übername', 'Herkunft']
Jedlitzke	17	['Wohnstätte', 'Übername']
Jedlitzki	9	['Wohnstätte', 'Übername']
Jedlitzky	22	['Wohnstätte', 'Übername']
Jedmin	10	['Rufname']
Jedwilat	3	['Rufname']
Jedwilayties	7	['Rufname']
Jedwill	12	['Rufname']
Jedwillat	13	['Rufname']
Jefferies	12	['Rufname']
Jefferis	1	['Rufname']
Jeffers	4	['Rufname']
Jefferson	25	['Rufname']
Jeffery	14	['Rufname']
Jefferys	3	['Rufname']
Jeffrey	8	['Rufname']
Jeffreys	1	['Rufname']
Jeffries	23	['Rufname']
Jeger	65	['Beruf']
Jegers	16	['Beruf']
Jegust	73	['Rufname']
Jegustin	4	['Rufname']
Jehle	1571	['Rufname', 'Übername']
Jehn	290	['Rufname', 'Herkunft', 'Wohnstätte']
Jehne	62	['Rufname']
Jehnen	35	['Rufname']
Jehnes	37	['Rufname']
Jehns	1	['Rufname']
Jekabsons	6	['Rufname']
Jekel	400	['Rufname']
Jekeli	26	['Rufname']
Jekelius	5	['Rufname']
Jekl	11	['Rufname']
Jekle	12	['Rufname']
Jekubczik	14	['Rufname']
Jekubczyk	2	['Rufname']
Jekubik	10	['Rufname']
Jekubzik	21	['Rufname']
Jekupzik	2	['Rufname']
Jelen	259	['Übername', 'Wohnstätte', 'Beruf', 'Rufname', 'Herkunft']
Jelinek	585	['Übername', 'Wohnstätte', 'Beruf']
Jelinkova	3	['Übername', 'Wohnstätte', 'Beruf']
Jellen	101	['Übername', 'Wohnstätte', 'Beruf', 'Rufname', 'Herkunft']
Jellinek	87	['Übername', 'Wohnstätte', 'Beruf']
Jelloneck	2	['Übername', 'Wohnstätte', 'Beruf']
Jellonek	25	['Übername', 'Wohnstätte', 'Beruf']
Jellonneck	10	['Übername', 'Wohnstätte', 'Beruf']
Jellonnek	9	['Übername', 'Wohnstätte', 'Beruf']
Jeloneck	4	['Übername', 'Wohnstätte', 'Beruf']
Jelonek	140	['Übername', 'Wohnstätte', 'Beruf']
Jelonneck	6	['Übername', 'Wohnstätte', 'Beruf']
Jelonnek	71	['Übername', 'Wohnstätte', 'Beruf']
Jendgens	1	['Rufname']
Jendges	70	['Rufname']
Jendl	3	['Rufname']
Jene	152	['Rufname']
Jenewein	140	['Rufname']
Jenhs	8	['Rufname']
Jenhsen	2	['Rufname']
Jening	1	['Rufname']
Jeninga	1	['Rufname']
Jenisch	231	['Rufname']
Jenke	623	['Rufname']
Jenkin	3	['Rufname']
Jenkins	121	['Rufname']
Jenkinson	5	['Rufname']
Jenn	81	['Rufname']
Jenne	406	['Rufname']
Jennen	194	['Rufname', 'Herkunft']
Jenner	558	['Rufname', 'Übername']
Jennerwein	47	['Rufname']
Jennes	168	['Rufname']
Jennewein	328	['Rufname']
Jennewien	1	['Rufname']
Jenning	192	['Rufname']
Jennings	63	['Rufname']
Jenns	13	['Rufname']
Jennsen	2	['Rufname']
Jennwein	1	['Rufname']
Jenowein	2	['Rufname']
Jens	495	['Rufname']
Jensch	642	['Rufname']
Jenschel	2	['Rufname']
Jenschke	116	['Rufname']
Jensen	4533	['Rufname', 'Herkunft']
Jensens	1	['Rufname']
Jensohn	2	['Rufname']
Jenson	14	['Rufname', 'Herkunft']
Jenss	52	['Rufname']
Jenssen	204	['Rufname', 'Herkunft']
Jensson	11	['Rufname']
Jentgen	12	['Rufname']
Jentgens	57	['Rufname']
Jentges	150	['Rufname']
Jentjens	63	['Rufname']
Jentsch	2187	['Rufname']
Jentschke	95	['Rufname']
Jentz	89	['Rufname']
Jentzen	109	['Rufname']
Jentzsch	1561	['Rufname']
Jenwein	1	['Rufname']
Jenz	180	['Rufname']
Jenzen	136	['Rufname', 'Herkunft']
Jenzsch	29	['Rufname']
Jenß	179	['Rufname']
Jenßen	61	['Rufname']
Jeoffroy	4	['Rufname']
Jerabeck	34	['Übername', 'Beruf', 'Wohnstätte']
Jerabek	135	['Übername', 'Beruf', 'Wohnstätte']
Jeremias	330	['Rufname']
Jeremies	68	['Rufname']
Jerg	275	['Rufname']
Jergen	7	['Rufname']
Jergens	25	['Rufname']
Jerger	240	['Rufname', 'Herkunft']
Jermies	9	['Rufname']
Jermis	60	['Rufname']
Jerschabeck	1	['Übername', 'Beruf', 'Wohnstätte']
Jerschabek	26	['Übername', 'Beruf', 'Wohnstätte']
Jerwin	14	['Rufname']
Jerzabek	9	['Übername', 'Beruf', 'Wohnstätte']
Jerzembeck	35	['Übername', 'Beruf', 'Wohnstätte']
Jerzembek	59	['Übername', 'Beruf', 'Wohnstätte']
Jerzenbeck	4	['Übername', 'Beruf', 'Wohnstätte']
Jerzenbek	2	['Übername', 'Beruf', 'Wohnstätte']
Jerzombeck	4	['Übername', 'Beruf', 'Wohnstätte']
Jerzsabek	11	['Übername', 'Beruf']
Jesaitis	22	['Rufname']
Jesberg	66	['Herkunft']
Jesch	145	['Rufname', 'Übername', 'Wohnstätte', 'Herkunft']
Jeschek	152	['Rufname', 'Übername', 'Wohnstätte']
Jeschinski	7	['Herkunft']
Jeschinsky	2	['Herkunft']
Jeschke	2337	['Rufname', 'Übername', 'Wohnstätte']
Jeshat	2	['Rufname']
Jesheit	5	['Rufname']
Jeske	2547	['Rufname']
Jeskin	2	['Rufname']
Jesper	57	['Rufname', 'Übername']
Jespers	9	['Rufname', 'Übername']
Jespersen	58	['Rufname']
Jess	423	['Rufname', 'Wohnstätte', 'Herkunft']
Jessat	138	['Rufname']
Jesse	1157	['Rufname', 'Wohnstätte']
Jesseit	7	['Rufname']
Jessen	2068	['Rufname', 'Wohnstätte', 'Herkunft']
Jessien	8	['Rufname']
Jessing	87	['Rufname', 'Wohnstätte']
Jestczemski	3	['Herkunft']
Jestrembski	2	['Herkunft']
Jestremski	6	['Herkunft']
Jestrimski	13	['Herkunft']
Jestrimsky	9	['Herkunft']
Jestrzembski	3	['Herkunft']
Jestrzemski	4	['Herkunft']
Jetter	706	['Beruf', 'Herkunft']
Jettkandt	10	['Rufname']
Jettkannt	4	['Rufname']
Jettkant	16	['Rufname']
Jetzke	23	['Rufname']
Jetzlaff	37	['Rufname']
Jeworski	21	['Herkunft', 'Wohnstätte']
Jez	58	['Übername', 'Wohnstätte', 'Rufname']
Jezek	82	['Übername', 'Wohnstätte', 'Rufname']
Jeß	367	['Rufname']
Jeßat	4	['Rufname']
Jeße	17	['Rufname']
Jeßen	41	['Rufname']
Jeßing	3	['Rufname']
Jiang	91	['dynastisches Motiv']
Jicha	25	['Rufname']
Jilek	105	['Rufname']
Jilke	76	['Rufname']
Jilleck	2	['Rufname']
Jillek	7	['Rufname']
Jilmaz	10	['Rufnamenmuster']
Jimenez	201	['Rufname']
Jindrich	25	['Rufname']
Jira	67	['Rufname']
Jiracek	4	['Rufname']
Jirak	24	['Rufname']
Jiran	2	['Rufname']
Jiranek	25	['Rufname']
Jiraschek	1	['Rufname']
Jirasek	58	['Rufname']
Jirausch	1	['Rufname']
Jirauschek	5	['Rufname']
Jirausek	1	['Rufname']
Jirgens	11	['Rufname']
Jirgensons	1	['Rufname']
Jiri	5	['Rufname']
Jiricek	16	['Rufname']
Jiricka	8	['Rufname']
Jirik	4	['Rufname']
Jirka	79	['Rufname']
Jirosch	6	['Rufname']
Jirouch	1	['Rufname']
Jirous	7	['Rufname']
Jirousch	14	['Rufname']
Jirouschek	24	['Rufname']
Jirousek	19	['Rufname']
Jirouskova	1	['Rufname']
Jirout	8	['Rufname']
Jirsa	25	['Rufname']
Jirsack	1	['Rufname']
Jirsak	84	['Rufname']
Jirschik	64	['Rufname']
Joachim	1284	['Rufname']
Joachimbauer	28	['Beruf']
Joachimi	75	['Rufname']
Joachimmeyer	51	['Beruf']
Joachims	64	['Rufname']
Joachimsen	5	['Rufname']
Joachimsmeier	71	['Beruf']
Joachimsmeyer	18	['Beruf']
Joannides	5	['Rufname']
Joannidis	75	['Rufname']
Joannidou	9	['Rufname']
Joas	462	['Rufname']
Job	396	['Rufname']
Jobb	21	['Rufname']
Jobczik	1	['Rufname']
Jobczyk	25	['Rufname']
Jobes	27	['Rufname']
Jobig	5	['Rufname']
Jobke	112	['Rufname']
Jobmann	197	['Rufname']
Jobs	271	['Rufname']
Jobski	70	['Rufname']
Jobsky	12	['Rufname']
Jobst	1818	['Rufname']
Jobstmann	19	['Rufname']
Jobstmeier	8	['Beruf']
Jobstvogt	7	['Beruf']
Jobzik	3	['Rufname']
Jocham	328	['Rufname']
Jochem	804	['Rufname']
Jochems	81	['Rufname']
Jochen	94	['Rufname']
Jochens	265	['Rufname']
Jochensen	1	['Rufname']
Jochim	881	['Rufname']
Jochims	191	['Rufname']
Jochimsen	247	['Rufname']
Jochum	1429	['Rufname']
Jochums	63	['Rufname']
Jochumsen	8	['Rufname']
Jock	88	['Rufname']
Jockel	410	['Rufname', 'Übername']
Jockisch	202	['Rufname']
Jockl	4	['Rufname']
Jockusch	56	['Rufname']
Jocubeit	5	['Rufname']
Jodait	1	['Übername']
Jodaitis	5	['Übername']
Jodat	53	['Übername']
Jodeit	108	['Übername', 'Rufname']
Jodeksnis	1	['Übername']
Jodeksnus	2	['Übername']
Jodeleid	1	['Übername']
Jodeleit	48	['Übername']
Jodexnis	14	['Übername']
Jodexnus	4	['Übername']
Jodgalweit	10	['Übername']
Jodies	10	['Übername', 'Rufname']
Jodjahn	12	['Rufname']
Jodjohn	9	['Rufname']
Jodjurgis	1	['Rufname']
Jodjürgis	4	['Rufname']
Jodocy	19	['Rufname']
Jodozy	2	['Rufname']
Jodscheweit	9	['Übername']
Jodszeit	1	['Übername']
Jodszuweit	9	['Übername']
Jodukat	3	['Übername']
Jodwerschat	13	['Übername']
Jodwirschat	6	['Übername']
Jodzuweit	1	['Übername']
Jodßuweit	2	['Übername']
Joebges	32	['Rufname']
Joebstel	1	['Rufname']
Joeckel	35	['Rufname']
Joeckle	9	['Rufname']
Joehnk	16	['Rufname']
Joehren	5	['Rufname']
Joehrens	2	['Rufname']
Joel	128	['Rufname']
Joens	16	['Rufname']
Joensson	25	['Rufname']
Joentgen	16	['Rufname']
Joerden	4	['Rufname']
Joerdens	23	['Rufname', 'Wohnstätte']
Joeres	151	['Rufname']
Joerg	118	['Rufname']
Joergen	1	['Rufname']
Joergens	30	['Rufname']
Joergensen	13	['Rufname']
Joergenshaus	1	['Wohnstätte']
Joerger	38	['Rufname', 'Herkunft']
Joerges	66	['Rufname']
Joergs	2	['Rufname']
Joern	20	['Rufname']
Joerns	19	['Rufname']
Joers	15	['Rufname']
Joest	285	['Rufname']
Joestel	27	['Rufname']
Joesten	27	['Rufname']
Joester	63	['Rufname']
Joesting	7	['Rufname']
Joetzke	5	['Rufname']
Joffroy	29	['Rufname']
Johaenntgen	1	['Rufname']
Johaentges	12	['Rufname']
Johan	14	['Rufname']
Johanböke	4	['Wohnstätte']
Johandl	3	['Rufname']
Johanesson	1	['Rufname']
Johanides	4	['Rufname']
Johanik	8	['Rufname']
Johanimloh	1	['Wohnstätte']
Johann	1960	['Rufname', 'Wohnstätte']
Johannbauer	9	['Beruf']
Johannböcke	6	['Wohnstätte']
Johannböke	19	['Wohnstätte']
Johanndrees	6	['Rufname']
Johannehsen	1	['Rufname']
Johannemann	47	['Rufname']
Johannen	6	['Rufname']
Johannes	1475	['Rufname', 'Wohnstätte']
Johannesdotter	13	['Rufname']
Johannesen	9	['Rufname']
Johannesmann	64	['Rufname', 'Beruf']
Johannesmeier	15	['Beruf', 'Rufname']
Johannesmeyer	5	['Beruf', 'Rufname']
Johannessen	17	['Rufname']
Johannessohn	3	['Rufname']
Johannesson	46	['Rufname']
Johanneßen	1	['Rufname']
Johanneßon	5	['Rufname']
Johannhsen	2	['Rufname']
Johannhson	1	['Rufname']
Johanni	91	['Rufname']
Johannides	6	['Rufname']
Johannigmann	32	['Rufname', 'Beruf']
Johannigmeier	1	['Beruf', 'Rufname']
Johannigsmeier	1	['Beruf']
Johannimloh	30	['Wohnstätte']
Johanning	478	['Rufname']
Johanningmann	16	['Rufname', 'Beruf']
Johanningmeier	31	['Beruf', 'Rufname']
Johanningmeyer	4	['Beruf', 'Rufname']
Johanningsmeier	5	['Beruf']
Johannink	29	['Rufname']
Johannis	30	['Rufname']
Johannisbauer	16	['Beruf']
Johannishon	3	['Rufname']
Johannisson	51	['Rufname']
Johannißon	5	['Rufname']
Johannknecht	132	['Beruf']
Johannliemke	6	['Wohnstätte']
Johannmeier	22	['Beruf']
Johannmeyer	14	['Beruf']
Johannpeter	69	['Rufname']
Johannpoetter	3	['Beruf']
Johannpötter	9	['Beruf']
Johanns	263	['Rufname']
Johannschröder	2	['Beruf']
Johannsdotter	11	['Rufname']
Johannsen	3219	['Rufname']
Johannshon	4	['Rufname']
Johannsmann	120	['Rufname', 'Beruf', 'Übername', 'Herkunft']
Johannsmayer	1	['Beruf']
Johannsmeier	67	['Beruf', 'Rufname']
Johannsmeyer	32	['Beruf', 'Rufname']
Johannsohn	14	['Rufname']
Johannson	139	['Rufname']
Johannsonn	3	['Rufname']
Johannssen	53	['Rufname']
Johannsson	31	['Rufname']
Johanntokrax	19	['Wohnstätte']
Johannwerner	21	['Rufname']
Johannwille	30	['Wohnstätte']
Johanny	14	['Rufname']
Johannßen	73	['Rufname']
Johannßon	12	['Rufname']
Johanpeter	3	['Rufname']
Johans	2	['Rufname']
Johansdotter	2	['Rufname']
Johansen	156	['Rufname']
Johanshon	16	['Rufname']
Johansmann	6	['Rufname', 'Beruf']
Johansmeier	10	['Beruf', 'Rufname']
Johansohn	1	['Rufname']
Johanson	66	['Rufname']
Johanssen	42	['Rufname']
Johansson	231	['Rufname']
Johanydes	7	['Rufname']
Johanßen	13	['Rufname']
Johanßon	16	['Rufname']
Johennecken	3	['Rufname']
Johenneken	14	['Rufname']
Johenning	22	['Rufname']
John	8779	['Rufname']
Johnas	3	['Rufname']
Johne	751	['Rufname', 'Herkunft']
Johnecke	2	['Rufname']
Johnel	12	['Rufname']
Johneleit	1	['Rufname']
Johnen	876	['Rufname']
Johner	165	['Rufname', 'Herkunft', 'Beruf']
Johnert	15	['Rufname']
Johnick	1	['Rufname']
Johnig	5	['Rufname']
Johnigk	77	['Rufname']
Johnke	170	['Rufname', 'Herkunft', 'Wohnstätte']
Johns	294	['Rufname']
Johnsen	295	['Rufname']
Johnson	907	['Rufname']
Johnssen	14	['Rufname']
Johnsson	32	['Rufname']
Johnston	91	['Herkunft']
Johnstone	22	['Herkunft']
Johntke	3	['Rufname']
Johnßen	8	['Rufname']
Johnßon	4	['Rufname']
Johrden	68	['Rufname']
Johren	34	['Rufname']
Johst	214	['Rufname']
Johsten	11	['Rufname']
Johänning	34	['Rufname']
Johänntgen	57	['Rufname']
Johänntges	9	['Rufname']
Johäntgen	6	['Rufname']
Johäntges	3	['Rufname']
Joist	64	['Rufname']
Joisten	188	['Rufname']
Joistgen	15	['Rufname']
Jokisch	541	['Rufname']
Jokoszies	2	['Rufname']
Jokubait	1	['Rufname']
Jokubaitis	1	['Rufname']
Jokubeit	20	['Rufname']
Jokusch	19	['Rufname']
Jokuschies	9	['Rufname']
Jokuszies	23	['Rufname']
Jon	20	['Rufname']
Jonait	9	['Rufname']
Jonaitis	10	['Rufname']
Jonas	3268	['Rufname', 'Herkunft']
Jonasius	1	['Rufname']
Jonass	3	['Rufname']
Jonassen	20	['Rufname']
Jonassohn	24	['Rufname']
Jonasson	118	['Rufname']
Jonat	142	['Rufname']
Jonatat	2	['Rufname']
Jonath	45	['Rufname']
Jonathal	12	['Rufname']
Jonaßon	1	['Rufname']
Jonaßson	1	['Rufname']
Joncker	11	['Übername']
Jonckers	2	['Übername']
Jonckheer	2	['Übername']
Jonckheere	17	['Übername']
Jonczik	16	['Rufname']
Jonczyk	265	['Rufname']
Jonda	156	['Rufname']
Joneck	23	['Rufname', 'Wohnstätte']
Jonecke	1	['Rufname']
Joneczek	11	['Rufname']
Joneczko	2	['Rufname']
Joneit	17	['Rufname']
Joneitis	21	['Rufname']
Jonek	136	['Rufname']
Jonekeit	7	['Rufname']
Jonel	4	['Rufname']
Jonelat	9	['Rufname']
Joneleit	157	['Rufname']
Jonen	294	['Rufname']
Jones	855	['Rufname', 'Wohnstätte']
Joneschat	10	['Rufname']
Jonescheit	42	['Rufname']
Jonescu	17	['Rufname']
Jonetat	72	['Rufname']
Jonethal	8	['Rufname']
Jonetzki	6	['Rufname']
Jonetzko	57	['Rufname']
Jong	23	['Übername']
Jongbloed	7	['Übername']
Jonge	5	['Übername']
Jongeblod	2	['Übername']
Jongebloed	109	['Übername']
Jongebloet	4	['Übername']
Jongeling	20	['Übername']
Jongkind	10	['Übername']
Jonialis	1	['Rufname']
Jonick	6	['Rufname']
Joniec	8	['Rufname']
Jonietz	98	['Rufname']
Jonig	2	['Rufname']
Jonigk	39	['Rufname']
Jonigkeit	50	['Rufname']
Jonik	47	['Rufname']
Jonikat	8	['Rufname']
Joniks	3	['Rufname']
Jonischeit	13	['Rufname']
Jonischheit	1	['Rufname']
Jonischkait	4	['Rufname']
Jonischkat	12	['Rufname']
Jonischkeit	63	['Rufname']
Jonischkies	18	['Rufname']
Jonischkis	1	['Rufname']
Jonischus	1	['Rufname']
Joniskeit	2	['Rufname']
Joniszus	8	['Rufname']
Jonitat	7	['Rufname']
Jonker	104	['Übername']
Jonkers	6	['Übername']
Jonkhans	29	['Rufname']
Jonkuhn	3	['Rufname']
Jonkus	1	['Rufname']
Jonnas	3	['Rufname']
Jonneck	5	['Rufname']
Jonnek	33	['Rufname']
Jonokat	10	['Rufname']
Jonoschies	9	['Rufname']
Jonson	10	['Rufname']
Jonsson	67	['Rufname']
Jonszies	13	['Rufname']
Jonulat	3	['Rufname']
Jonuleit	16	['Rufname']
Jonusas	1	['Rufname']
Jonuschas	1	['Rufname']
Jonuschat	41	['Rufname']
Jonuscheit	81	['Rufname']
Jonuschies	20	['Rufname']
Jonuszies	1	['Rufname']
Jonßon	3	['Rufname']
Joob	5	['Rufname']
Joobs	4	['Rufname']
Joop	67	['Rufname']
Joopen	4	['Rufname']
Joos	1798	['Rufname']
Jooss	88	['Rufname']
Joost	914	['Rufname']
Joosten	500	['Rufname']
Jooß	301	['Rufname']
Jop	8	['Rufname']
Jopeck	4	['Rufname', 'Übername']
Jopek	51	['Rufname', 'Übername']
Jopen	70	['Rufname']
Jopien	7	['Rufname']
Jopke	108	['Rufname']
Jopp	506	['Rufname', 'Beruf', 'Übername']
Joppa	34	['Rufname']
Joppe	172	['Rufname', 'Beruf', 'Übername']
Joppeck	14	['Rufname', 'Übername']
Joppek	32	['Rufname', 'Übername']
Joppen	70	['Rufname']
Joppich	352	['Rufname']
Joppien	190	['Rufname', 'Herkunft']
Joppig	22	['Rufname']
Joppin	7	['Rufname']
Joppke	45	['Rufname']
Jopski	7	['Rufname']
Joram	98	['Rufname']
Jordan	6536	['Rufname']
Jordanland	20	['Übername']
Jordann	18	['Rufname']
Jordans	243	['Rufname']
Jorden	22	['Rufname']
Jordens	17	['Rufname']
Jorkuweit	2	['Rufname']
Jorn	6	['Rufname']
Jorns	63	['Rufname']
Jorrens	14	['Rufname']
Josch	194	['Rufname']
Josef	219	['Rufname']
Josefs	18	['Rufname']
Josenhans	79	['Rufname']
Josepeit	25	['Rufname']
Joseph	1071	['Rufname']
Josephs	293	['Rufname']
Joser	24	['Rufname']
Josopait	9	['Rufname']
Joss	34	['Rufname']
Josse	19	['Rufname', 'Herkunft']
Jossifidou	2	['Rufname']
Josst	4	['Rufname']
Jost	6624	['Rufname']
Jostaufderstroth	7	['Wohnstätte']
Josten	940	['Rufname']
Joster	2	['Rufname']
Jostes	169	['Rufname']
Josting	57	['Rufname']
Jostl	5	['Rufname']
Jostmann	59	['Rufname', 'Beruf']
Jostmeier	139	['Beruf', 'Rufname']
Jostmeyer	23	['Beruf', 'Rufname']
Jostschulte	26	['Beruf']
Josupeit	169	['Rufname']
Jourdain	17	['Rufname']
Jourdan	379	['Rufname']
Jourdant	11	['Rufname']
Jousse	3	['Rufname']
Joust	2	['Rufname']
Jousten	10	['Rufname']
Jovan	27	['Rufname']
Jovanovic	856	['Rufname']
Jovanovics	4	['Rufname']
Jovanowitsch	1	['Rufname']
Jowanowitsch	22	['Rufname']
Joyce	33	['Rufname']
Joyeux	5	['Übername', 'Herkunft']
