text	frequency	labels
Joß	19	['Rufname']
Juchem	479	['Rufname']
Juchems	134	['Rufname']
Jud	187	['Rufname', 'Übername']
Judat	14	['Übername', 'Herkunft']
Judd	14	['Rufname']
Juddat	19	['Übername', 'Herkunft']
Judemann	9	['Übername']
Judenberg	21	['Wohnstätte', 'Herkunft']
Judenfeind	11	['Übername']
Judenhahn	25	['Wohnstätte', 'Herkunft']
Judenhan	1	['Wohnstätte']
Judenhofer	14	['Herkunft']
Judenhuth	9	['Übername']
Judenmann	30	['Rufname']
Juderjahn	19	['Rufname']
Judex	79	['Beruf']
Judge	9	['Beruf', 'Übername']
Judges	2	['Beruf', 'Übername']
Judith	107	['Rufname']
Judjahn	4	['Rufname']
Judjohn	5	['Rufname']
Judjons	1	['Rufname']
Judl	6	['Rufname', 'Übername']
Judmann	6	['Rufname']
Judt	295	['Rufname', 'Übername']
Judwerschat	8	['Übername']
Juedt	2	['Rufname', 'Übername']
Juelich	22	['Herkunft']
Juelicher	2	['Herkunft']
Juelichs	2	['Herkunft']
Juenemann	14	['Herkunft']
Juengel	1	['Übername', 'Rufname']
Juengels	1	['Übername', 'Rufname']
Juenger	15	['Übername', 'Beruf']
Juengerhans	2	['Rufname']
Juengermann	1	['Übername']
Juengert	1	['Übername']
Juengling	7	['Übername']
Juengst	6	['Übername']
Juenkersfeld	1	['Herkunft']
Juergen	12	['Rufname']
Juergens	75	['Rufname']
Juergensen	9	['Rufname']
Juergensmann	1	['Rufname']
Juergensmeyer	1	['Beruf']
Juerges	3	['Rufname']
Juerging	1	['Rufname']
Juergs	2	['Rufname']
Juerries	3	['Rufname']
Juers	10	['Rufname']
Juestel	4	['Rufname']
Juesten	6	['Rufname', 'Herkunft']
Juester	1	['Rufname']
Jueterbock	15	['Herkunft']
Juette	4	['Rufname']
Juetten	4	['Rufname']
Juettner	14	['Rufname']
Juetz	2	['Rufname']
Jugel	239	['Herkunft', 'Beruf', 'Übername']
Jugelt	86	['Herkunft', 'Beruf', 'Übername']
Jugler	17	['Herkunft', 'Beruf', 'Übername']
Juhas	92	['Beruf']
Juhasek	4	['Beruf']
Juhass	3	['Beruf']
Juhasz	183	['Beruf']
Juhst	6	['Rufname']
Julian	32	['Rufname']
Julien	57	['Rufname']
Julius	527	['Rufname']
Jullien	52	['Rufname']
Juncker	108	['Übername']
Junckersdorf	5	['Herkunft']
Junctorius	13	['Beruf']
Jund	58	['Rufname']
Jundel	29	['Rufname']
Jundt	172	['Rufname']
Jung	28223	['Übername', 'Rufname']
Jungabel	1	['Rufname']
Jungaberle	6	['Rufname']
Jungandre	3	['Rufname']
Jungandreas	49	['Rufname']
Jungandrä	1	['Rufname']
Jungbaeck	2	['Beruf']
Jungbaer	1	['Rufname']
Jungbauer	681	['Beruf']
Jungbeck	94	['Beruf']
Jungbecker	38	['Beruf']
Jungbehr	5	['Rufname']
Jungbehrens	6	['Rufname']
Jungbloot	6	['Übername']
Jungblud	3	['Übername']
Jungbludt	11	['Übername']
Jungblut	938	['Übername']
Jungbluth	1152	['Übername']
Jungboeck	1	['Beruf']
Jungbäck	16	['Beruf']
Jungbäcker	3	['Beruf']
Jungbär	18	['Rufname']
Jungböck	10	['Beruf']
Jungclas	18	['Rufname']
Jungclaus	368	['Rufname']
Jungclausen	2	['Rufname']
Jungclaushen	2	['Rufname']
Jungclaussen	28	['Rufname']
Jungcurt	19	['Rufname']
Jungdäubl	1	['Übername']
Junge	4375	['Übername']
Jungeblod	1	['Übername']
Jungeblodt	44	['Übername']
Jungebloed	24	['Übername']
Jungeblut	92	['Übername']
Jungebluth	16	['Übername']
Jungekrueger	1	['Beruf']
Jungekrüger	7	['Beruf']
Jungel	48	['Übername', 'Rufname']
Jungeling	1	['Übername']
Jungels	95	['Übername', 'Rufname']
Jungemann	78	['Übername']
Jungemeier	8	['Beruf', 'Übername']
Jungemeyer	6	['Beruf', 'Übername']
Jungen	386	['Übername']
Jungenblut	25	['Übername']
Jungenbluth	1	['Übername']
Jungenitz	16	['Rufname']
Junger	454	['Übername', 'Beruf']
Jungermann	424	['Übername']
Jungers	3	['Übername', 'Beruf']
Junges	78	['Übername']
Jungesblut	68	['Übername']
Jungesbluth	16	['Übername']
Jungfer	177	['Übername']
Jungfermann	40	['Übername']
Jungfert	1	['Übername']
Jungfleisch	213	['Beruf']
Junggebauer	66	['Beruf']
Junggeburt	4	['Beruf']
Junggeburth	138	['Beruf']
Jungglas	2	['Rufname']
Junggunst	20	['Rufname']
Junghaenel	2	['Rufname']
Junghahn	47	['Rufname']
Junghan	1	['Rufname']
Junghanel	1	['Rufname']
Junghann	2	['Rufname']
Junghanns	611	['Rufname']
Junghannss	5	['Rufname']
Junghannß	44	['Rufname']
Junghans	1912	['Rufname']
Junghanss	8	['Rufname']
Junghanß	84	['Rufname']
Junghard	6	['Rufname', 'Übername']
Junghardt	92	['Rufname', 'Übername']
Junghart	2	['Rufname', 'Übername']
Jungheinrich	37	['Rufname']
Junghenel	1	['Rufname']
Junghenn	47	['Rufname']
Jungherr	56	['Übername']
Junghuber	1	['Beruf']
Junghähnel	30	['Rufname']
Junghänel	283	['Rufname']
Junghänsel	1	['Rufname']
Junginger	764	['Herkunft']
Jungius	36	['Übername']
Jungjohann	221	['Rufname']
Jungjohanns	3	['Rufname']
Jungk	506	['Übername']
Jungke	25	['Übername']
Jungkind	166	['Übername']
Jungkindt	1	['Übername']
Jungklaaß	5	['Rufname']
Jungklas	14	['Rufname']
Jungklaus	79	['Rufname']
Jungklaß	2	['Rufname']
Jungknecht	8	['Beruf']
Jungknickel	2	['Rufname']
Jungkontze	4	['Rufname']
Jungkonze	1	['Rufname']
Jungkuhn	5	['Rufname']
Jungkunst	41	['Rufname']
Jungkuntz	10	['Rufname']
Jungkunz	329	['Rufname']
Jungkurt	12	['Rufname']
Jungkurth	56	['Rufname']
Junglas	309	['Rufname']
Junglass	3	['Rufname']
Junglaß	6	['Rufname']
Jungling	2	['Übername']
Jungmaier	6	['Beruf']
Jungmair	8	['Beruf']
Jungmann	1939	['Übername']
Jungmayer	15	['Beruf']
Jungmayr	11	['Beruf']
Jungmeier	55	['Beruf']
Jungmeister	15	['Beruf']
Jungmichel	124	['Rufname']
Jungmichl	3	['Rufname']
Jungnick	38	['Rufname']
Jungnickel	759	['Rufname']
Jungnickl	81	['Rufname']
Jungnikel	1	['Rufname']
Jungnikl	5	['Rufname']
Jungnitsch	149	['Rufname']
Jungnitz	85	['Rufname']
Jungnitzsch	1	['Rufname']
Jungrichter	48	['Beruf']
Jungritter	2	['Beruf', 'Übername']
Jungs	27	['Übername']
Jungsbluth	9	['Übername']
Jungschaffer	13	['Beruf']
Jungschlaeger	11	['Beruf']
Jungschläger	10	['Beruf']
Jungschmidt	3	['Beruf']
Jungscholz	1	['Beruf']
Jungtorius	18	['Beruf']
Jungtäubl	36	['Übername']
Jungus	15	['Übername']
Jungverdorben	25	['Übername']
Jungvogel	13	['Übername']
Jungweber	1	['Beruf']
Jungwerth	1	['Beruf']
Jungwirt	30	['Beruf', 'Übername']
Jungwirth	767	['Beruf', 'Übername']
Junior	206	['Übername', 'Rufname']
Junius	93	['Übername', 'Rufname']
Junk	1498	['Übername', 'Rufname']
Junker	4932	['Übername']
Junkerfeuerborn	10	['Wohnstätte']
Junkerjürgen	15	['Rufname']
Junkermann	175	['Übername']
Junkers	196	['Übername']
Junkersdorf	73	['Herkunft']
Junkersdorff	3	['Herkunft']
Junkersfeld	27	['Herkunft']
Junkert	178	['Übername']
Junkher	1	['Übername']
Junkherr	17	['Übername']
Junkmann	57	['Übername', 'Rufname']
Junkmanns	4	['Übername', 'Rufname']
Junknickel	1	['Rufname']
Junknikel	6	['Rufname']
Juodaitis	3	['Übername']
Juodvirsis	3	['Übername']
Jurcenko	9	['Rufname']
Jurchenko	2	['Rufname']
Jurczenko	4	['Rufname']
Jurgait	24	['Rufname']
Jurgaitis	10	['Rufname']
Jurgat	2	['Rufname']
Jurgeit	78	['Rufname']
Jurgel	7	['Rufname']
Jurgelait	2	['Rufname']
Jurgelaitis	5	['Rufname']
Jurgelat	2	['Rufname']
Jurgeleit	160	['Rufname']
Jurgeluchs	1	['Rufname']
Jurgelucks	5	['Rufname']
Jurgeluks	4	['Rufname']
Jurgelux	1	['Rufname']
Jurgies	6	['Rufname']
Jurgutat	5	['Rufname']
Jurguttis	1	['Rufname']
Jurkait	19	['Rufname']
Jurkaitis	4	['Rufname']
Jurkat	123	['Rufname']
Jurkatis	2	['Rufname']
Jurkeit	28	['Rufname']
Jurkonis	4	['Rufname']
Jurkoweit	12	['Rufname']
Jurkuhn	50	['Rufname']
Jurkun	3	['Rufname']
Jurkus	7	['Rufname']
Jurkutaitis	2	['Rufname']
Jurkutat	30	['Rufname']
Jurkuweit	3	['Rufname']
Jurtschenko	33	['Rufname']
Jusepeitis	9	['Rufname']
Just	4143	['Rufname']
Juste	7	['Rufname']
Justen	508	['Rufname']
Juster	4	['Rufname']
Justh	17	['Rufname']
Justi	55	['Rufname']
Justin	76	['Herkunft', 'Rufname']
Justing	1	['Rufname']
Justl	43	['Rufname']
Justmann	31	['Rufname']
Justmeyer	1	['Beruf']
Justus	895	['Rufname']
Jutte	19	['Rufname']
Jutz	225	['Rufname']
Jutzeler	14	['Rufname']
Jutzi	148	['Rufname']
Jutzler	15	['Rufname']
Jutzy	7	['Rufname']
Jäckel	2616	['Rufname']
Jäckl	54	['Rufname']
Jäckle	852	['Rufname']
Jäcklein	54	['Rufname']
Jäcklin	37	['Rufname']
Jäger	20102	['Beruf']
Jägerbauer	20	['Beruf']
Jägerhuber	20	['Beruf']
Jägermair	1	['Beruf']
Jägermann	52	['Wohnstätte', 'Beruf']
Jägermeyr	7	['Beruf']
Jägers	165	['Beruf']
Jähn	554	['Rufname', 'Herkunft', 'Wohnstätte']
Jähncke	13	['Rufname']
Jähndel	10	['Rufname']
Jähne	620	['Rufname', 'Herkunft', 'Wohnstätte']
Jähnel	210	['Rufname']
Jähnen	10	['Rufname']
Jähnicke	10	['Rufname']
Jähnike	3	['Rufname']
Jähnisch	37	['Rufname']
Jähnke	288	['Rufname']
Jähns	11	['Rufname']
Jäkel	2093	['Rufname']
Jäkisch	8	['Rufname']
Jäkl	20	['Rufname']
Jäkle	145	['Rufname']
Jäksch	4	['Rufname']
Jän	2	['Rufname']
Jäncke	6	['Rufname']
Jändel	1	['Rufname']
Jändl	16	['Rufname']
Jänecke	189	['Rufname']
Jäneke	11	['Rufname']
Jänel	28	['Rufname']
Jänen	59	['Rufname']
Jänes	5	['Rufname']
Jänicke	1088	['Rufname']
Jänike	83	['Rufname']
Jänisch	296	['Rufname']
Jänke	126	['Rufname']
Jänne	2	['Rufname']
Jänner	41	['Rufname', 'Übername']
Jännerwein	7	['Rufname']
Jänns	3	['Rufname']
Jänsch	915	['Rufname']
Jänschke	16	['Rufname']
Jäntgen	15	['Rufname']
Jäntges	4	['Rufname']
Jäntsch	208	['Rufname']
Jäntschke	1	['Rufname']
Jäntzen	1	['Rufname']
Jäntzsch	2	['Rufname']
Jänz	8	['Rufname']
Jäschke	1376	['Rufname', 'Übername', 'Wohnstätte']
Jöbgen	14	['Rufname']
Jöbges	66	['Rufname']
Jöbkes	34	['Rufname']
Jöbstel	12	['Rufname']
Jöbstl	17	['Rufname']
Jöckel	641	['Rufname']
Jöckle	51	['Rufname']
Jöhnck	74	['Rufname']
Jöhncke	3	['Rufname']
Jöhne	5	['Rufname']
Jöhnk	456	['Rufname']
Jöhnke	65	['Rufname']
Jöhren	112	['Rufname']
Jöhrens	45	['Rufname']
Jöne	18	['Rufname']
Jönen	29	['Rufname']
Jöns	385	['Rufname']
Jönsson	148	['Rufname']
Jöntgen	30	['Rufname']
Jöntgens	1	['Rufname']
Jönßon	14	['Rufname']
Jörden	39	['Rufname']
Jördening	17	['Rufname']
Jördens	214	['Rufname', 'Wohnstätte']
Jöres	22	['Rufname']
Jörg	1809	['Rufname']
Jörgel	3	['Rufname']
Jörgen	15	['Rufname']
Jörgenfriedrich	1	['Rufname']
Jörgens	424	['Rufname']
Jörgensen	265	['Rufname']
Jörgenshaus	14	['Wohnstätte']
Jörger	578	['Rufname', 'Herkunft']
Jörges	245	['Rufname']
Jörgl	9	['Rufname']
Jörgle	1	['Rufname']
Jörgs	7	['Rufname']
Jörn	319	['Rufname']
Jörns	259	['Rufname']
Jörren	14	['Rufname']
Jörrens	32	['Rufname']
Jörs	149	['Rufname']
Jöst	417	['Rufname']
Jöstel	16	['Rufname']
Jösten	25	['Rufname']
Jöster	65	['Rufname']
Jösting	48	['Rufname']
Jöstingmeier	99	['Beruf']
Jöstingmeyer	4	['Beruf']
Jöstl	2	['Rufname']
Jöstlein	10	['Rufname']
Jöttkandt	2	['Rufname']
Jötzke	4	['Rufname']
Jötzlaff	7	['Rufname']
Jüde	60	['Übername', 'Rufname']
Jüdefeind	3	['Übername']
Jüdell	4	['Rufname', 'Übername']
Jüdemann	3	['Rufname', 'Übername']
Jüdith	8	['Rufname']
Jühne	42	['Herkunft']
Jühnemann	1	['Herkunft']
Jülich	739	['Herkunft']
Jülicher	223	['Herkunft']
Jülichs	16	['Herkunft']
Jünemann	1236	['Herkunft']
Jüngel	155	['Übername', 'Rufname']
Jüngels	39	['Übername', 'Rufname']
Jünger	1284	['Übername']
Jüngerhans	33	['Rufname']
Jüngermann	52	['Übername']
Jüngers	2	['Übername']
Jüngert	40	['Übername']
Jüngling	1210	['Übername']
Jüngnickel	1	['Rufname']
Jüngst	486	['Übername']
Jünkersfeld	20	['Herkunft']
Jünnemann	15	['Herkunft']
Jürdens	24	['Rufname', 'Wohnstätte']
Jüres	15	['Rufname']
Jürgelaitis	3	['Rufname']
Jürgeleit	31	['Rufname']
Jürgeleitis	1	['Rufname']
Jürgen	336	['Rufname']
Jürgendetmer	1	['Rufname']
Jürgenfriedrich	1	['Rufname']
Jürgenliemk	29	['Wohnstätte']
Jürgenliemke	33	['Wohnstätte']
Jürgenlimke	5	['Wohnstätte']
Jürgenlohmann	23	['Wohnstätte']
Jürgenmeier	2	['Beruf']
Jürgenmeyer	1	['Beruf']
Jürgenpaschedag	2	['Übername']
Jürgens	5683	['Rufname']
Jürgenschellert	28	['Übername', 'Beruf']
Jürgensen	1940	['Rufname']
Jürgensmann	39	['Rufname']
Jürgensmeier	146	['Beruf']
Jürgensmeyer	47	['Beruf']
Jürgensohn	4	['Rufname']
Jürgenson	20	['Rufname']
Jürgensonn	12	['Rufname']
Jürges	405	['Rufname']
Jürging	69	['Rufname']
Jürgs	57	['Rufname']
Jürn	34	['Rufname']
Jürres	5	['Rufname']
Jürries	112	['Rufname']
Jürs	418	['Rufname', 'Wohnstätte']
Jürschick	36	['Rufname']
Jürschik	65	['Rufname']
Jüstel	222	['Rufname']
Jüsten	77	['Rufname', 'Herkunft']
Jüster	7	['Rufname']
Jüstl	5	['Rufname']
Jüterbock	62	['Herkunft']
Jüterbog	3	['Herkunft']
Jütte	434	['Rufname']
Jüttemann	57	['Rufname']
Jüttemeier	49	['Beruf']
Jüttemeyer	10	['Beruf']
Jütten	266	['Rufname']
Jüttener	1	['Rufname']
Jütter	2	['Rufname']
Jüttermann	58	['Rufname']
Jüttges	4	['Rufname']
Jütting	165	['Rufname']
Jüttke	9	['Rufname']
Jütz	38	['Rufname']
Jützeler	1	['Rufname']
Jützler	1	['Rufname']
Kaack	245	['Beruf', 'Wohnstätte']
Kaacksteen	23	['Wohnstätte']
Kaaden	123	['Herkunft']
Kaak	123	['Beruf', 'Wohnstätte']
Kaakschlief	18	['Beruf']
Kabak	79	['Beruf', 'Übername', 'Rufname', 'Herkunft']
Kabakci	77	['Beruf', 'Herkunft']
Kabasakal	40	['Übername']
Kabe	3	['Wohnstätte', 'Beruf', 'Übername']
Kabel	275	['Beruf', 'Wohnstätte', 'Herkunft']
Kabelitz	383	['Herkunft']
Kabelmacher	13	['Beruf']
Kabelmann	7	['Beruf', 'Wohnstätte']
Kaben	91	['Wohnstätte', 'Rufname']
Kaber	29	['Wohnstätte', 'Übername', 'Rufname', 'Beruf']
Kabernagel	4	['Beruf']
Kabes	4	['Beruf', 'Übername']
Kachel	579	['Beruf', 'Herkunft', 'Übername']
Kacheleck	2	['Beruf']
Kachelek	1	['Beruf']
Kachellek	12	['Beruf']
Kachelmann	37	['Beruf']
Kachelmus	18	['Übername', 'Beruf']
Kachelmuss	1	['Übername', 'Beruf']
Kachelmuß	4	['Übername', 'Beruf']
Kachl	13	['Beruf']
Kachler	105	['Beruf', 'Herkunft']
Kachlik	10	['Beruf']
Kacinski	3	['Herkunft']
Kackstein	7	['Wohnstätte']
Kacmarek	11	['Beruf']
Kacmaz	84	['Rufnamenmuster', 'Rufname']
Kacperski	3	['Rufname']
Kacprowicz	4	['Rufname']
Kacprzak	27	['Rufname']
Kacprzyk	10	['Rufname']
Kaczenski	34	['Herkunft']
Kaczensky	14	['Herkunft']
Kaczinski	60	['Herkunft']
Kaczmar	19	['Beruf']
Kaczmarcyk	3	['Beruf']
Kaczmarczik	16	['Beruf']
Kaczmarczyck	3	['Beruf']
Kaczmarczyk	518	['Beruf']
Kaczmareck	20	['Beruf']
Kaczmarek	1860	['Beruf']
Kaczmarski	31	['Beruf', 'Herkunft']
Kaczmaryk	12	['Beruf']
Kaczmarz	11	['Beruf']
Kaczmarzik	21	['Beruf']
Kaczmarzyk	42	['Beruf']
Kaczmierczak	11	['Rufname']
Kaczmirek	3	['Rufname']
Kaczynska	2	['Herkunft']
Kaczynski	88	['Herkunft']
Kadayifci	11	['Beruf']
Kaden	1900	['Herkunft']
Kadi	83	['Beruf']
Kadilar	5	['Beruf']
Kadioglu	46	['Beruf']
Kadir	176	['Rufname']
Kadiri	21	['Rufname']
Kadlec	105	['Beruf']
Kadlecek	2	['Beruf']
Kadlecik	3	['Beruf']
Kadlecova	1	['Beruf']
Kadletz	71	['Beruf']
Kadlez	6	['Beruf']
Kadri	48	['Rufname']
Kadzimierz	3	['Rufname']
Kadzimirsz	7	['Rufname']
Kadzimirz	7	['Rufname']
Kaeber	54	['Übername', 'Rufname', 'Herkunft']
Kaeberich	2	['Rufname']
Kaeberlein	2	['Übername', 'Rufname']
Kaebert	8	['Übername', 'Rufname']
Kaech	1	['Übername']
Kaechele	14	['Beruf']
Kaeck	1	['Übername']
Kaeckenmeister	1	['Beruf']
Kaeckmeister	1	['Beruf']
Kaefel	10	['Übername']
Kaefer	71	['Übername']
Kaeferle	2	['Übername']
Kaeferlein	1	['Übername']
Kaefert	5	['Übername', 'Rufname']
Kaehler	185	['Beruf', 'Übername']
Kaehlert	24	['Beruf']
Kaekenmeister	4	['Beruf']
Kaelble	20	['Beruf', 'Übername']
Kaelbly	2	['Beruf', 'Übername']
Kaemer	5	['Beruf', 'Wohnstätte']
Kaemmer	51	['Beruf', 'Wohnstätte']
Kaemmerer	107	['Beruf']
Kaemmerling	12	['Beruf']
Kaemmerlings	1	['Beruf']
Kaemmler	10	['Beruf', 'Wohnstätte']
Kaempf	117	['Beruf', 'Übername', 'Rufname']
Kaempfe	30	['Beruf', 'Übername', 'Rufname']
Kaempfel	12	['Beruf', 'Übername', 'Rufname']
Kaempfer	27	['Beruf', 'Übername', 'Rufname']
Kaempffe	18	['Beruf', 'Übername', 'Rufname']
Kaempffer	16	['Beruf', 'Übername', 'Rufname']
Kaendler	10	['Beruf', 'Wohnstätte', 'Herkunft']
Kaenzler	3	['Beruf']
Kaeppeler	10	['Wohnstätte', 'Herkunft', 'Beruf', 'Übername']
Kaeppler	16	['Wohnstätte', 'Herkunft', 'Beruf', 'Übername']
Kaercher	9	['Beruf', 'Übername', 'Herkunft']
Kaergel	33	['Rufname', 'Übername']
Kaerger	52	['Übername', 'Herkunft', 'Beruf']
Kaerst	1	['Rufname']
Kaersten	20	['Rufname']
Kaerstens	5	['Rufname']
Kaersting	2	['Rufname']
Kaeser	77	['Beruf']
Kaesermann	1	['Beruf']
Kaesewurm	2	['Übername']
Kaesmacher	55	['Beruf']
Kaesmann	10	['Beruf']
Kaesmeier	1	['Beruf']
Kaesper	2	['Rufname', 'Übername']
Kaessemodel	2	['Beruf']
Kaessmann	9	['Beruf']
Kaessmodel	1	['Beruf']
Kaestel	8	['Beruf', 'Wohnstätte', 'Rufname']
Kaestele	1	['Rufname', 'Beruf']
Kaester	2	['Beruf']
Kaestl	2	['Beruf']
Kaestle	29	['Beruf', 'Rufname']
Kaestler	2	['Wohnstätte', 'Beruf', 'Herkunft']
Kaestner	179	['Beruf']
Kaeswurm	9	['Übername']
Kaetelhodt	4	['Beruf']
Kaeter	1	['Wohnstätte', 'Beruf']
Kaethe	2	['Wohnstätte', 'Rufname']
Kaether	29	['Wohnstätte', 'Beruf']
Kaethner	37	['Wohnstätte', 'Beruf']
Kaetner	1	['Wohnstätte', 'Beruf']
Kaettner	4	['Wohnstätte', 'Beruf']
Kaevel	24	['Übername']
Kaever	89	['Übername']
Kaevert	4	['Übername', 'Rufname']
Kaewel	29	['Übername']
Kaewer	6	['Übername']
Kaewert	13	['Übername', 'Rufname']
Kaeßmann	7	['Beruf']
Kafel	8	['Beruf']
Kafemann	13	['Wohnstätte', 'Beruf']
Kafetzakis	1	['Beruf']
Kafetzi	1	['Beruf']
Kafetzis	13	['Beruf']
Kafetzopoulos	4	['Beruf']
Kaffka	268	['Übername', 'Beruf', 'Rufname']
Kaffke	81	['Übername', 'Beruf', 'Rufname']
Kaffsach	4	['Übername', 'Beruf']
Kaffsack	26	['Übername', 'Beruf']
Kafka	359	['Übername', 'Beruf', 'Rufname']
Kafke	30	['Übername', 'Beruf', 'Rufname']
Kafmann	1	['Beruf']
Kafsack	11	['Übername', 'Beruf']
Kagel	255	['Beruf', 'Übername', 'Wohnstätte', 'Herkunft']
Kageler	21	['Beruf', 'Übername', 'Wohnstätte', 'Herkunft']
Kagelmacher	130	['Beruf']
Kagelmann	194	['Beruf', 'Übername', 'Wohnstätte', 'Herkunft']
Kagels	68	['Beruf', 'Übername', 'Wohnstätte']
Kahden	11	['Herkunft']
Kahl	4650	['Übername', 'Wohnstätte', 'Herkunft']
Kahle	2233	['Übername', 'Herkunft']
Kahler	767	['Übername', 'Beruf', 'Herkunft']
Kahlers	8	['Übername', 'Beruf']
Kahlert	1595	['Übername', 'Beruf', 'Herkunft']
Kahlhaupt	2	['Übername']
Kahlkopf	42	['Übername']
Kahlmann	119	['Übername', 'Wohnstätte', 'Herkunft', 'Beruf', 'Rufname']
Kahlscheid	1	['Herkunft']
Kahlweit	4	['Beruf']
Kahn	657	['Beruf', 'Rufname', 'Herkunft', 'Übername', 'Wohnstätte']
Kahraman	561	['Rufnamenmuster', 'Übername']
Kahramanoglu	10	['Rufnamenmuster', 'Übername']
Kahrstedt	27	['Herkunft']
Kahter	2	['Übername', 'Wohnstätte', 'Beruf']
Kahveci	80	['Beruf']
Kahvecioglu	17	['Beruf']
Kahya	47	['Beruf']
Kahyaoglu	29	['Beruf']
Kaidel	60	['Übername', 'Wohnstätte', 'Rufname']
Kaidl	2	['Übername', 'Wohnstätte']
Kaierleber	8	['Übername']
Kaifel	59	['Beruf']
Kaifer	47	['Beruf']
Kaifler	21	['Beruf']
Kail	285	['Übername', 'Herkunft', 'Wohnstätte', 'Rufname']
Kailbach	41	['Herkunft']
Kailer	176	['Beruf', 'Wohnstätte']
Kailonat	1	['Beruf']
Kailoweit	6	['Beruf']
Kails	4	['Rufname', 'Übername', 'Wohnstätte']
Kailuhn	5	['Beruf']
Kailun	1	['Beruf']
Kailus	21	['Beruf']
Kailuwait	1	['Beruf']
Kailuweit	114	['Beruf']
Kaim	299	['Übername', 'Beruf', 'Rufname', 'Herkunft', 'Wohnstätte']
Kaimer	80	['Beruf', 'Rufname']
Kaiml	5	['Rufname', 'Übername', 'Beruf']
Kainrad	7	['Rufname']
Kainradl	4	['Rufname']
Kainrat	2	['Rufname']
Kainrath	11	['Rufname']
Kairat	47	['Übername']
Kairath	1	['Übername']
Kaireit	27	['Übername']
Kaireitis	5	['Übername']
Kaires	3	['Übername']
Kairies	351	['Übername']
Kairis	36	['Übername']
Kairys	21	['Übername']
Kaiser	31882	['Übername', 'Wohnstätte', 'Rufname']
Kaisers	98	['Übername', 'Wohnstätte']
Kaisser	27	['Übername', 'Wohnstätte']
Kaißer	76	['Übername', 'Wohnstätte']
Kajris	1	['Übername']
Kajrys	7	['Übername']
Kakstein	11	['Wohnstätte']
Kal	26	['Rufnamenmuster', 'Rufname']
Kalaitzakis	3	['Beruf']
Kalaitzi	7	['Beruf']
Kalaitzidis	57	['Beruf']
Kalaitzidou	3	['Beruf']
Kalaitzis	68	['Beruf']
Kalaitzoglou	9	['Beruf']
Kalay	36	['Beruf', 'Rufnamenmuster']
Kalayci	215	['Beruf', 'Herkunft']
Kalaycioglu	19	['Beruf']
Kalb	1471	['Beruf', 'Übername']
Kalberdodt	1	['Beruf']
Kalberkamp	7	['Wohnstätte']
Kalberla	2	['Herkunft']
Kalberlah	129	['Herkunft']
Kalbertod	4	['Beruf']
Kalbertodt	19	['Beruf']
Kalbfell	39	['Beruf']
Kalbfleisch	312	['Beruf', 'Übername']
Kalbfus	2	['Beruf']
Kalbfuss	19	['Beruf']
Kalbfuß	44	['Beruf']
Kalbskopf	69	['Beruf']
Kalch	16	['Beruf', 'Herkunft']
Kalchbrenner	4	['Beruf']
Kalcher	174	['Beruf']
Kalchert	24	['Beruf']
Kalchner	6	['Beruf']
Kalchschmid	61	['Beruf']
Kalchschmidt	15	['Beruf']
Kalchschmied	1	['Beruf']
Kalck	13	['Beruf']
Kalckbrenner	16	['Beruf']
Kalckhoff	14	['Wohnstätte']
Kaldschmidt	22	['Beruf']
Kaldschmitt	1	['Beruf']
Kalf	97	['Beruf', 'Übername', 'Wohnstätte']
Kalff	179	['Beruf', 'Übername', 'Wohnstätte']
Kalinauskas	5	['Herkunft']
Kalinauski	1	['Herkunft']
Kalinofski	12	['Herkunft']
Kalinofsky	1	['Herkunft']
Kalinovski	25	['Herkunft']
Kalinovskij	6	['Herkunft']
Kalinovsky	7	['Herkunft']
Kalinowska	16	['Herkunft']
Kalinowski	1061	['Herkunft']
Kalinowsky	72	['Herkunft']
Kalivoda	18	['Übername', 'Herkunft']
Kaliwoda	36	['Übername', 'Herkunft']
Kalk	255	['Beruf', 'Herkunft']
Kalkan	307	['Rufnamenmuster', 'Rufname']
Kalkbrener	1	['Beruf']
Kalkbrenner	596	['Beruf']
Kalkenbrenner	13	['Beruf']
Kalkenings	12	['Beruf']
Kalker	120	['Beruf']
Kalkert	33	['Beruf']
Kalkhof	83	['Wohnstätte', 'Herkunft']
Kalkhofer	8	['Wohnstätte']
Kalkhoff	171	['Wohnstätte', 'Herkunft']
Kalkner	7	['Beruf']
Kalkof	26	['Wohnstätte', 'Beruf']
Kalkofe	13	['Wohnstätte', 'Beruf']
Kalkofen	229	['Wohnstätte', 'Beruf', 'Herkunft']
Kalkoff	27	['Wohnstätte', 'Beruf', 'Herkunft']
Kalkoffen	37	['Wohnstätte', 'Beruf', 'Herkunft']
Kalkschmid	11	['Beruf']
Kalkschmidt	28	['Beruf']
Kalkschmied	1	['Beruf']
Kallart	12	['Übername']
Kalle	342	['Herkunft', 'Rufname', 'Übername']
Kallenbach	1004	['Herkunft', 'Wohnstätte']
Kallenowski	4	['Herkunft']
Kallenowsky	7	['Herkunft']
Kaller	335	['Übername', 'Beruf', 'Wohnstätte', 'Herkunft']
Kallert	335	['Übername', 'Beruf', 'Wohnstätte', 'Herkunft']
Kallhardt	26	['Übername', 'Rufname']
Kallinautzki	7	['Herkunft']
Kallinovsky	2	['Herkunft']
Kallinowski	33	['Herkunft']
Kallinowsky	6	['Herkunft']
Kalliwoda	33	['Übername', 'Herkunft']
